Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,
2010-06-26,Sydney,13.5,20,1,1.4,4,NA,NA,WNW,WSW,20,17,78,50,1017.3,1016.3,7,2,15.2,19.7,No,No,
2010-06-27,Sydney,6.7,14.9,0,2.8,6.8,NA,NA,W,SSW,20,22,72,53,1021,1018.9,1,6,8.1,13.9,No,No,
2010-06-28,Sydney,5.5,15.8,0,2,9.7,NA,NA,W,W,22,9,68,36,1021,1017.7,1,1,7,15.3,No,No,
2010-06-29,Sydney,4.7,14.4,0,2.6,9.9,NA,NA,WNW,WSW,13,6,63,36,1020.1,1017,0,0,7,14.4,No,No,
2010-06-30,Sydney,4.3,16.1,0,3,9.3,NA,NA,W,WNW,11,4,70,41,1020.8,1018.5,0,1,6.4,15.7,No,No,
2010-07-01,Sydney,6.4,17.1,0,2,8.6,NA,NA,W,W,20,7,70,40,1024.9,1022.8,4,4,8.5,16.9,No,No,
2010-07-02,Sydney,7.6,12.1,0,2,0,NA,NA,W,W,15,11,74,65,1026.8,1023.5,7,8,9.2,11.9,No,No,
2010-07-03,Sydney,7.7,16.3,0.6,1.8,9.8,NA,NA,W,SSW,24,24,68,38,1025.6,1026.1,1,2,9.1,15.6,No,No,
2010-07-04,Sydney,7.8,17.8,0,3.2,8.8,NA,NA,W,S,22,17,68,56,1029.7,1026.9,2,4,8.9,16.9,No,No,
2010-07-05,Sydney,8.8,13.5,0,3.4,0.1,NA,NA,W,W,20,11,76,83,1027.2,1024.1,7,8,9.7,13.1,No,Yes,
2010-07-06,Sydney,9.7,17.2,4.2,0.4,3.5,NA,NA,W,SSW,7,17,95,67,1016.7,1015.1,6,7,10.8,15.1,Yes,Yes,
2010-07-07,Sydney,9.6,16,2.6,1.4,2.9,NA,NA,W,S,22,20,83,70,1023.9,1022.5,7,6,10.3,15.3,Yes,Yes,
2010-07-08,Sydney,8,14.8,2,2.6,2.3,NA,NA,W,SSW,17,19,80,92,NA,1025.6,3,8,11,12.8,Yes,Yes,
2010-07-09,Sydney,9.7,15.6,32,0,3.8,NA,NA,WNW,S,19,9,96,83,1029.6,1027.9,6,7,10.7,13.9,Yes,Yes,
2010-07-10,Sydney,8.6,17.6,4.6,2,4.8,NA,NA,W,ENE,17,11,95,65,1028.9,1025,6,7,9.9,16.6,Yes,No,
2010-07-11,Sydney,9.9,19,0.2,1.2,1,NA,NA,N,NW,13,7,61,76,1022.2,1019.8,7,7,16.7,17.3,No,No,
2010-07-12,Sydney,10.1,16.9,0.2,2,2.1,NA,NA,W,WNW,19,6,87,61,1023.6,1021.1,6,7,11.4,16,No,No,
2010-07-13,Sydney,11.4,18.6,0,0.6,0,NA,NA,W,NNE,7,7,83,78,1020.3,1014.6,7,8,14.1,17.7,No,No,
2010-07-14,Sydney,13.9,18.1,1,1.8,8,NA,NA,WNW,WNW,20,22,56,33,1008.7,1008.6,3,1,14.4,17.4,No,No,
2010-07-15,Sydney,10.4,18.2,0,5.2,9.8,NA,NA,W,WSW,24,17,50,34,1015.4,1017.1,1,3,11.9,17.4,No,No,
2010-07-16,Sydney,7.2,18.2,0,4.4,9.4,NA,NA,W,S,24,19,63,46,1025.9,1024,2,2,9,16.2,No,No,
2010-07-17,Sydney,7.1,18.5,0,2.6,9.9,NA,NA,W,E,26,9,71,39,1028.1,1024.7,1,1,8.6,18.4,No,No,
2010-07-18,Sydney,7.3,19.4,0,2,10,NA,NA,W,ESE,20,7,81,40,1022.6,1017.8,0,1,8.9,18.7,No,No,
2010-07-19,Sydney,8.7,16.7,0,3.6,0.8,NA,NA,W,SSW,15,7,67,53,1017.8,1016,6,7,11.1,15,No,No,
2010-07-20,Sydney,8,16.5,0,1,8.5,NA,NA,W,SSW,19,19,71,53,1022.4,1021.4,1,3,10.2,14.9,No,Yes,
2010-07-21,Sydney,8,15.7,6.6,3.2,4.1,NA,NA,W,SSW,19,13,73,54,1026.7,1024.6,7,4,9.2,15.5,Yes,No,
2010-07-22,Sydney,6,14.7,0.4,1,5,NA,NA,W,SSW,28,20,64,69,1028.5,1028.1,1,5,8.8,13.6,No,No,
2010-07-23,Sydney,8,18.2,0.2,2,5.8,NA,NA,W,S,20,20,75,62,1032.6,1030.3,2,7,9.8,16.4,No,Yes,
2010-07-24,Sydney,9.6,18.3,4.6,2.6,3.9,NA,NA,W,SE,22,13,81,54,1030.7,1027.4,7,5,10.3,17.6,Yes,No,
2010-07-25,Sydney,10.2,16.9,0,1,6.2,NA,NA,W,SE,11,15,83,64,1029.9,1027.7,3,5,12.5,15.5,No,Yes,
2010-07-26,Sydney,9.2,17,16,3.8,3.2,NA,NA,W,SE,15,7,90,69,1034,1032.6,6,7,11.9,15.5,Yes,Yes,
2010-07-27,Sydney,9.3,16.9,2.4,1.6,3.2,NA,NA,W,E,13,9,86,49,1035.7,1032.5,6,7,11.2,16.6,Yes,Yes,
2010-07-28,Sydney,11.2,15.2,2.6,1.6,0.8,NA,NA,N,NNE,4,11,96,90,1029.8,1024.8,8,8,12.3,14.4,Yes,Yes,
2010-07-29,Sydney,11.4,16.2,24.2,1.4,0.6,NA,NA,NW,N,6,9,93,77,1019.1,1016,6,7,12.8,15.8,Yes,Yes,
2010-07-30,Sydney,12,21.1,3.4,3.8,5.8,NA,NA,W,NNE,22,9,97,62,1016.9,1013.6,4,7,12.8,21,Yes,Yes,
2010-07-31,Sydney,12.8,20.7,6.6,0.2,5.8,NA,NA,W,W,7,28,96,37,1012.1,1012,7,2,14.5,20.5,Yes,No,
2010-08-01,Sydney,9.6,20.9,0,3.8,10.3,NA,NA,N,NW,11,26,62,35,1019.9,1013,1,1,13.2,20.6,No,No,
2010-08-02,Sydney,9.1,15.7,0.4,4,7.3,NA,NA,W,WSW,24,28,49,36,1015.8,1011.6,5,5,11.2,15.1,No,Yes,
2010-08-03,Sydney,10.3,17.3,16.4,4,6.6,NA,NA,NA,NA,NA,NA,75,62,1016.2,1016.9,7,4,13.9,15.5,Yes,No,
2010-08-04,Sydney,8.3,18.9,0,4,10.2,NA,NA,NA,W,NA,9,75,44,1019,1014.9,1,1,11.2,18.7,No,No,
2010-08-05,Sydney,7.1,16.9,0,3.8,8.3,NA,NA,NNW,W,17,20,57,33,1018.1,1015.1,3,5,11.1,15.8,No,No,
2010-08-06,Sydney,7.6,17,0,2.4,10.3,NA,NA,W,S,19,19,56,40,1020.5,1019.2,1,2,10.5,15.7,No,No,
2010-08-07,Sydney,6.8,16.1,0,4.2,10.2,NA,NA,W,S,26,20,58,50,1024.7,1022.2,1,5,9.1,15.5,No,No,
2010-08-08,Sydney,6.4,17.2,0,3,10.3,NA,NA,W,E,20,15,73,50,1022.2,1019.1,3,1,8.8,15.2,No,No,
2010-08-09,Sydney,7.2,17.1,0,2.6,8.9,NA,NA,W,E,15,20,83,58,1023.5,1020.9,2,1,9.3,17,No,Yes,
2010-08-10,Sydney,9.3,16.4,2.8,2.4,0,NA,NA,WSW,NNE,2,13,93,90,1019.2,1013.8,8,8,12.2,16.2,Yes,Yes,
2010-08-11,Sydney,12.2,18,4.6,0.6,6,NA,NA,NW,WNW,19,20,59,35,1008.6,1003.7,7,3,12.8,17.4,Yes,No,
2010-08-12,Sydney,10.7,16.7,0.2,6.6,5.9,NA,NA,W,W,35,22,55,47,1001.5,1002.3,2,7,12.2,15,No,No,
2010-08-13,Sydney,9.9,18.3,0,2.6,10.6,NA,NA,W,S,26,31,54,44,1011.9,1012,1,1,12.7,17,No,No,
2010-08-14,Sydney,8.2,21.8,0,4.2,10.7,NA,NA,N,N,11,6,69,36,1014.5,1009.7,0,0,13,21.4,No,No,
2010-08-15,Sydney,12.8,20.1,0,6.4,7.3,NA,NA,NNW,WNW,22,17,53,37,1006.2,1004,6,2,15.1,20,No,No,
2010-08-16,Sydney,12.6,18.8,0.4,4,10.7,NA,NA,W,W,24,24,44,31,1011.5,1010.3,1,1,14.3,18.3,No,No,
2010-08-17,Sydney,7.6,17.6,0,4.4,10.4,NA,NA,W,E,26,15,44,26,1022,1019.9,1,3,10.8,15.9,No,No,
2010-08-18,Sydney,6.5,19.9,0,4.2,6.6,NA,NA,W,NE,13,19,69,53,1020.5,1012,3,5,9.3,17.7,No,Yes,
2010-08-19,Sydney,9.3,24.6,2.2,5,10.8,NA,NA,NNW,WNW,22,31,57,23,1007.7,1004.6,1,1,19.5,24.4,Yes,No,
2010-08-20,Sydney,11.3,19.3,0,6.2,10.8,NA,NA,WNW,WNW,11,19,45,26,1012.4,1010.9,1,1,14.3,19.2,No,No,
2010-08-21,Sydney,8.8,16.7,0,5.6,10.9,NA,NA,WNW,W,20,30,44,33,1017,1015.2,1,2,12.8,16.7,No,No,
2010-08-22,Sydney,8.4,17.3,0,4.6,9.4,NA,NA,W,E,22,13,58,48,1023.7,1020.4,1,5,11.4,15.7,No,No,
2010-08-23,Sydney,11.2,15,0,3.6,1,NA,NA,NW,NE,6,7,77,65,1017.1,1010.8,7,7,12.4,13.9,No,No,
2010-08-24,Sydney,10.9,19.8,0,2.2,10.3,NA,NA,W,WNW,17,22,53,28,1012.3,1007.9,1,2,13.9,19.6,No,No,
2010-08-25,Sydney,11.5,18.1,0,6,10.4,NA,NA,SW,WNW,17,26,36,24,1008.1,1005.2,1,1,14.1,17.2,No,No,
2010-08-26,Sydney,10.3,18,0,6.4,8.9,NA,NA,NW,W,19,33,48,33,1003.5,1000.7,3,3,13.8,16.4,No,No,
2010-08-27,Sydney,10.3,19.2,0,5.8,8.4,NA,NA,WNW,WNW,20,28,47,35,1008.1,1008,5,3,14.1,18.8,No,No,
2010-08-28,Sydney,9.2,17.5,0,4,10.9,NA,NA,W,S,20,19,52,40,1021.8,1022.3,1,1,12.3,16.5,No,No,
2010-08-29,Sydney,7.8,18.4,0,4,9.7,NA,NA,WNW,E,15,15,68,55,NA,1025.9,1,1,11.1,16.3,No,No,
2010-08-30,Sydney,10.5,17.6,0,2.2,8.2,NA,NA,W,E,4,15,70,56,1027.1,1024.3,3,2,14.9,16.8,No,No,
2010-08-31,Sydney,11.5,20,0,3.2,9.7,NA,NA,W,NE,9,22,71,60,1025.3,1019.8,1,5,15.8,18.4,No,No,
2010-09-01,Sydney,14.9,25.9,0,6.4,3.3,NA,NA,NA,NA,NA,NA,53,33,1017.8,1012.5,6,7,18.2,24.1,No,No,
2010-09-02,Sydney,16.6,18.1,0.8,3.8,0,NA,NA,NA,NA,NA,NA,77,74,1016.3,1014.4,8,7,17.8,17.8,No,Yes,
2010-09-03,Sydney,13.7,17.6,3.2,1.8,0,NA,NA,NA,NA,NA,NA,80,64,1025.8,1023.6,8,7,15.2,16.5,Yes,Yes,
2010-09-04,Sydney,15.2,20.3,7.4,2.8,0,NA,NA,NA,NA,NA,NA,90,84,1014.2,1006.7,8,8,17.6,19,Yes,No,
2010-09-05,Sydney,16.4,21.3,0.6,5.6,11.3,NA,NA,NA,NA,NA,NA,44,35,1007.9,1009.7,1,2,18.6,20.4,No,No,
2010-09-06,Sydney,11.5,20.4,0,8,8.4,NA,NA,NA,NA,NA,NA,45,33,1018.6,1017.1,1,6,15.1,18.9,No,No,
2010-09-07,Sydney,10.4,16.8,0,3.2,10.3,NA,NA,NA,S,NA,24,54,51,1023.4,1023.3,2,3,14.4,16.1,No,No,
2010-09-08,Sydney,8.2,18.3,0,4,10.7,NA,NA,W,ESE,15,15,58,54,1027.3,1023.6,1,1,13.1,17.2,No,No,
2010-09-09,Sydney,9.7,18.4,0,4,2.4,NA,NA,W,NW,2,6,77,56,1017.5,1010.6,6,8,13,18,No,Yes,
2010-09-10,Sydney,11,24.5,2.4,2,5.4,NA,NA,W,W,9,39,82,34,1004.1,1001.3,6,7,16.2,21.2,Yes,No,
2010-09-11,Sydney,11.1,19.9,0.8,4.4,10.9,NA,NA,W,E,20,15,46,44,1017.4,1017.2,1,1,15.3,17.5,No,No,
2010-09-12,Sydney,9.2,18.9,0,3.8,10,NA,NA,W,NE,15,17,64,61,1022.5,1017.8,3,5,13.6,17.6,No,No,
2010-09-13,Sydney,13.3,23.9,0,4.2,6.9,NA,NA,W,W,13,24,64,24,1015.8,1012.1,5,3,16.2,23.3,No,No,
2010-09-14,Sydney,13.9,18.1,0,5.4,1.7,NA,NA,ESE,ESE,28,28,70,87,1016.4,1011.4,6,8,17.6,15.7,No,Yes,
2010-09-15,Sydney,NA,20.4,21,1.8,7.6,NA,NA,W,E,13,13,75,63,1010.8,1009.6,7,1,15.4,18.8,Yes,No,
2010-09-16,Sydney,10.4,21.2,0,5,9.6,NA,NA,W,WNW,24,19,42,30,1014.8,1010.6,5,2,15.3,20.8,No,No,
2010-09-17,Sydney,9.5,19.3,0,6.4,11.2,NA,NA,W,ENE,20,19,41,33,1021.1,1017.8,2,5,13.5,17.2,No,No,
2010-09-18,Sydney,9.6,23.3,0,5,11,NA,NA,W,ESE,17,20,48,45,1017.4,1013.8,1,1,15,19.5,No,No,
2010-09-19,Sydney,11.7,18.1,0,4,4.1,NA,NA,W,ENE,11,13,56,66,1022,1019.7,6,7,15,17.3,No,No,
2010-09-20,Sydney,11.1,20.1,0,3.6,9.1,NA,NA,W,E,13,20,66,65,1024,1022.7,4,5,16.8,18.5,No,No,
2010-09-21,Sydney,11.6,23.7,0,3,8.2,NA,NA,W,SSE,15,24,82,66,1023,1022.3,0,5,15.3,20.4,No,Yes,
2010-09-22,Sydney,13,20.1,1.8,4.6,9.5,NA,NA,W,E,11,22,75,61,1026.5,1020.8,3,1,16.6,18.1,Yes,No,
2010-09-23,Sydney,15.2,19,0.2,5,1.1,NA,NA,SE,E,13,15,69,63,1024.7,1022.3,7,7,16.6,17.3,No,No,
2010-09-24,Sydney,13.7,21.1,0,3.2,10.7,NA,NA,NNW,NE,13,13,67,69,1022.2,1017.6,0,0,19,20.2,No,No,
2010-09-25,Sydney,13.4,26.9,0,5.4,8,NA,NA,W,ESE,9,15,58,33,1016,1013.5,4,7,18.5,24.8,No,No,
2010-09-26,Sydney,13.1,22,0,5.4,10.8,NA,NA,W,E,6,24,57,74,1020.1,1017.3,1,3,19.5,19.7,No,No,
2010-09-27,Sydney,12.8,27.1,0,5.8,5.5,NA,NA,W,WNW,9,7,60,38,1014.5,NA,7,7,18.7,26.5,No,No,
2010-09-28,Sydney,14.2,27,0,7.6,9.8,NA,NA,WNW,WNW,11,17,36,18,1013.2,NA,1,4,21.7,26.2,No,No,
2010-09-29,Sydney,13.2,18.5,0,7.2,9.3,NA,NA,WSW,SSE,11,26,39,42,1016.8,NA,6,4,16.5,16.7,No,Yes,
2010-09-30,Sydney,8.6,18.7,4,6.4,10.7,NA,NA,WNW,E,11,19,54,42,NA,NA,1,2,14.4,16.2,Yes,No,
2010-10-01,Sydney,9.7,18.4,0,4,0.7,NA,NA,W,E,9,19,69,61,NA,NA,7,7,12.7,17.7,No,No,
2010-10-02,Sydney,12.7,19.6,0,2.6,0,NA,NA,E,ENE,13,20,70,82,1029.8,1027.7,NA,NA,18.3,16.5,No,Yes,
2010-10-03,Sydney,15,19.7,14.2,1,1.2,NA,NA,ENE,E,19,24,93,77,1030,1027.4,NA,NA,15.3,18.9,Yes,Yes,
2010-10-04,Sydney,15.3,20.6,12,4,2.3,NA,NA,E,E,7,24,83,72,1026.2,1022.8,NA,NA,17.9,19.9,Yes,Yes,
2010-10-05,Sydney,16.6,22.4,2.6,2.2,7.2,NA,NA,E,NA,2,NA,81,71,NA,NA,6,2,19.4,21.1,Yes,No,
2010-10-06,Sydney,17.2,22.4,0,3.4,4.9,NA,NA,NA,NA,NA,NA,83,72,NA,NA,7,7,19.7,21.8,No,No,
2010-10-07,Sydney,16.3,23.1,0,2.2,1.2,SSE,50,NA,SE,NA,24,88,73,NA,NA,7,7,17.7,18.2,No,No,
2010-10-08,Sydney,13.8,19.5,0,4.6,9.5,ESE,35,NNE,ESE,4,19,73,56,NA,NA,6,1,16.5,19.1,No,No,
2010-10-09,Sydney,15.8,18.9,0,5.2,0,ESE,31,ESE,ENE,20,11,59,55,1026.4,1025.3,NA,NA,17,18.3,No,NA,
2010-10-10,Sydney,14.7,21.9,NA,3.8,9,ESE,48,ESE,ESE,28,33,59,53,1031.2,1031.7,NA,NA,18.5,20.7,NA,Yes,
2010-10-11,Sydney,16.5,21.1,1.2,6.2,6.6,ENE,56,NE,NE,26,20,62,55,NA,NA,6,7,19.6,20.9,Yes,No,
2010-10-12,Sydney,16.4,21.8,1,6,5.9,NNE,50,NNE,NE,13,28,82,58,NA,NA,7,3,18.3,21.5,No,No,
2010-10-13,Sydney,16.7,23.9,0.4,7,2.8,NNE,39,W,ENE,7,19,81,64,NA,NA,7,5,17.8,22.9,No,Yes,
2010-10-14,Sydney,17.8,28.9,2,4,10.8,NNW,41,NNW,E,22,17,63,48,1011.2,1008.1,NA,NA,22.3,26.6,Yes,No,
2010-10-15,Sydney,19.5,24.7,0,7.8,0.2,NNW,76,NE,NE,13,31,66,73,999.6,989.8,NA,NA,21.5,21.8,No,No,
2010-10-16,Sydney,11.7,16.1,0.8,3.4,9.3,WNW,85,W,W,46,48,34,28,999.3,1003.6,NA,NA,12.9,15.2,No,No,
2010-10-17,Sydney,9.9,24,0,6.6,12.1,W,41,W,SSE,24,4,44,30,1012.9,1011.3,NA,NA,14.7,23.3,No,No,
2010-10-18,Sydney,12.6,24.2,0,7.2,12.3,W,39,WSW,NE,24,13,48,39,NA,NA,0,1,16.4,23.2,No,Yes,
2010-10-19,Sydney,14,19,3.8,6.4,0.8,SSE,37,SSE,SSE,17,19,82,53,NA,1026.2,8,7,14.7,17.1,Yes,No,
2010-10-20,Sydney,12.9,20.3,0.2,3,10.9,ENE,37,W,E,11,26,70,57,1028.8,1025.6,3,1,16.9,19.8,No,No,
2010-10-21,Sydney,13.3,21.5,0,6.6,11,ENE,41,W,ENE,11,28,75,58,1025.9,1022.4,2,5,17.6,21.3,No,No,
2010-10-22,Sydney,15.3,23,0,5.6,11,NNE,41,W,ENE,6,19,70,63,1021.4,1017.8,1,4,19,22.2,No,No,
2010-10-23,Sydney,15.8,27.2,0,8,6.9,NW,52,W,WSW,7,4,59,82,1016.6,1015.1,NA,NA,21.4,19.3,No,Yes,
2010-10-24,Sydney,14.1,15.7,30.6,7.4,0,SSE,48,SSE,S,22,20,92,75,1021.1,1020.6,NA,NA,14.1,15.7,Yes,Yes,
2010-10-25,Sydney,13.9,19.6,14,1.2,5.4,SSW,50,SW,S,17,22,90,64,NA,1018.4,7,6,15.5,19.1,Yes,No,
2010-10-26,Sydney,12.9,26.7,0.2,3.8,12.1,NE,33,W,ENE,13,24,73,56,1018,1015,1,5,17.8,22.5,No,No,
2010-10-27,Sydney,14.8,23.8,0,6.8,9.6,SSE,54,SSE,SE,13,26,76,69,1016,1014.7,2,7,20.2,20.6,No,Yes,
2010-10-28,Sydney,16.4,21.4,1.8,5.4,8.9,ESE,33,SE,ESE,17,19,65,53,1021.5,1020.4,NA,NA,18.3,20.2,Yes,No,
2010-10-29,Sydney,14.5,22.1,0.2,6.2,1.8,ENE,31,WNW,ENE,11,15,82,59,1020.7,1017.5,7,7,16.2,20.5,No,No,
2010-10-30,Sydney,16.2,24.4,0,3.2,9.9,NE,56,N,NE,9,22,70,64,1015.1,1012.2,NA,NA,22,23.8,No,No,
2010-10-31,Sydney,19.3,24.7,0,7.2,5.5,NE,50,NE,NE,19,28,81,64,1012,1010.6,NA,NA,20.7,24.2,No,Yes,
2010-11-01,Sydney,18.1,20.4,5.2,6.6,0.1,SSE,48,S,SSE,22,28,78,77,1014.7,1012.1,8,8,18.7,18.6,Yes,Yes,
2010-11-02,Sydney,11.8,17.9,32.6,3.8,1.7,WSW,54,W,SSE,31,24,77,59,1011.8,1012.8,NA,7,13.3,17.8,Yes,No,
2010-11-03,Sydney,12,23.9,0.2,4,11.9,SE,44,W,ESE,13,24,65,54,1018.1,1016.3,1,3,17.6,20.7,No,No,
2010-11-04,Sydney,14.4,18.1,0.4,5.4,2.8,ESE,48,S,SE,15,20,83,68,1022.3,1020.5,7,7,14.8,17.6,No,Yes,
2010-11-05,Sydney,13.4,19.2,8.4,8.4,2.7,SE,46,SE,SSE,17,30,67,53,1023.9,1022.1,7,7,15.2,17.8,Yes,Yes,
2010-11-06,Sydney,13.6,18.8,26,4.8,2.5,ESE,37,SSW,SSE,7,15,93,81,1023.8,1021.9,NA,NA,14.1,16.7,Yes,Yes,
2010-11-07,Sydney,13.4,23.3,8.8,3.6,10.9,NE,37,WNW,E,13,26,77,59,1021.3,1018.1,NA,NA,16.6,20.7,Yes,No,
2010-11-08,Sydney,16.1,26.3,0,5.8,7.9,SW,74,E,NNE,7,28,64,52,1017.2,1015.1,3,7,23.3,23.8,No,Yes,
2010-11-09,Sydney,17.2,23.6,5.6,11.2,7,SSE,37,SSE,E,22,11,80,54,1025,1024.2,7,8,19.7,23.2,Yes,No,
2010-11-10,Sydney,18.2,24.5,0,3.2,6,N,52,WNW,ENE,6,30,87,72,1021.8,1017.1,5,7,20.9,23.5,No,Yes,
2010-11-11,Sydney,19.7,27.2,8.6,7.2,9.3,E,30,ESE,E,7,24,77,43,1014.9,1012,5,3,20.1,25,Yes,No,
2010-11-12,Sydney,19.1,26.8,0,9,12.6,NE,48,WNW,NE,6,24,67,57,1013.8,1011.9,1,3,24.3,25.6,No,NA,
2010-11-13,Sydney,19.6,30.3,NA,8.6,10.3,NNE,43,E,NE,11,28,64,56,1014.9,1013.5,NA,NA,25.8,27.6,NA,No,
2010-11-14,Sydney,20.5,30.4,0,9,10.2,NNE,50,ENE,NNE,13,28,70,56,1015.7,1012.8,NA,NA,26.1,27.2,No,No,
2010-11-15,Sydney,22.3,23.9,0,10.4,0,SSE,30,SW,SE,9,7,70,95,1012.8,1012.6,NA,NA,23.9,19.4,No,Yes,
2010-11-16,Sydney,17.4,23.5,21,1,7.9,ESE,35,S,SSE,13,20,82,65,1013.3,1011.3,7,3,18.8,22.8,Yes,No,
2010-11-17,Sydney,17.1,22.3,0.4,6.6,4.2,SSE,28,S,E,17,15,80,61,1017.1,1015.7,7,6,17.5,21,No,No,
2010-11-18,Sydney,16.8,23.4,1,3.6,8.8,NE,35,N,NE,7,20,65,59,1015.2,1012.2,3,6,22.3,22.6,No,No,
2010-11-19,Sydney,16.7,20,0,8,0.4,SSE,67,S,SSE,26,33,71,58,1021.8,1024,7,8,17.4,18.5,No,No,
2010-11-20,Sydney,13.7,21.9,0,5.4,13.3,E,30,SSE,ESE,2,19,58,NA,1027.2,NA,NA,NA,20,NA,No,No,
2010-11-21,Sydney,15,23.1,0,5.6,12.8,ENE,39,NE,E,17,26,NA,55,NA,1022.9,NA,NA,NA,22.6,No,No,
2010-11-22,Sydney,16.5,24,0,9,11.4,NE,44,WNW,E,4,26,82,54,1026,1024.3,6,2,19.3,23.2,No,No,
2010-11-23,Sydney,18.6,25.2,0,8,11.1,ENE,46,NNE,NE,22,24,63,NA,1027.2,NA,NA,NA,22.5,NA,No,No,
2010-11-24,Sydney,17.5,24.7,0,11,12.6,NE,56,NNE,NE,17,26,60,58,1025.3,1022,2,1,22.8,24.1,No,No,
2010-11-25,Sydney,18.5,26,0,8.8,12.1,NE,44,E,NE,17,20,67,53,1020.5,1017.7,1,1,22.5,25.2,No,No,
2010-11-26,Sydney,18.9,24.1,0,11.6,9,NE,37,E,E,13,19,62,72,1017.3,1015.3,5,7,23.9,22.4,No,No,
2010-11-27,Sydney,18.2,25.8,0,6,10.8,NNE,63,E,NE,6,28,77,56,1015.6,1012,NA,NA,22.3,25.5,No,No,
2010-11-28,Sydney,19,23.5,0,10.8,0,NNE,44,NE,NE,9,13,73,64,1010.9,1010.2,NA,NA,21.7,23,No,Yes,
2010-11-29,Sydney,16.8,21.5,5.8,3.4,0,SSW,56,SSW,S,30,28,85,77,1013.6,1012.9,NA,NA,18,20.8,Yes,Yes,
2010-11-30,Sydney,16.4,21.6,5.6,1.8,0.9,SSW,44,S,SSE,11,17,94,91,1016.4,1014.5,8,8,17.3,20.2,Yes,Yes,
2010-12-01,Sydney,17.2,20.1,27.6,3.4,0,E,43,ENE,E,30,19,94,89,1016.4,1015.3,8,8,18.9,19.9,Yes,Yes,
2010-12-02,Sydney,18.5,24.3,21,1.8,5.4,ENE,44,ENE,ENE,17,22,91,78,1018,1015.9,8,7,20.1,22.7,Yes,No,
2010-12-03,Sydney,19.8,24.4,0.2,5.2,8.7,ENE,43,NNE,E,17,24,70,74,1017.3,1014.7,2,6,23.7,23.2,No,No,
2010-12-04,Sydney,19.6,22.7,0,7.4,1.6,NE,31,NNW,E,6,19,84,80,1013,1010.2,NA,NA,20.9,22,No,Yes,
2010-12-05,Sydney,19.5,25.1,1.4,4.4,8,E,30,WNW,E,6,17,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,
2010-12-06,Sydney,20.4,25.7,1,5.8,11.4,ESE,28,ESE,ESE,7,19,74,67,1014.2,1013.3,5,5,23.6,25.5,No,No,
2010-12-07,Sydney,21,26,0,8,13.2,ENE,43,E,ENE,19,24,73,63,1016.5,1015.4,6,3,23.5,25.4,No,No,
2010-12-08,Sydney,20.8,26.3,0,7.6,12.2,NE,63,NE,NE,15,28,67,68,1016.7,1012.5,3,5,24.8,25.7,No,No,
2010-12-09,Sydney,22,30.7,0,10.4,2.6,N,31,NE,SSE,13,9,80,62,1010.8,1008.2,7,8,23.4,28.3,No,No,
2010-12-10,Sydney,22.8,29.6,0,4.8,4.3,S,46,WSW,E,17,28,74,72,1009.4,1006,8,7,23.6,24,No,No,
2010-12-11,Sydney,17.2,26.9,0,6.8,13.4,NE,39,W,ENE,13,22,46,56,1007.9,1003.1,NA,NA,22.2,23.4,No,No,
2010-12-12,Sydney,17.8,30.8,0,9.2,13.3,SSW,46,W,ENE,6,28,47,40,1004,1003.7,NA,NA,24.8,26.1,No,No,
2010-12-13,Sydney,18.5,26.3,0,10.2,12.8,SSW,44,SSW,ESE,15,24,62,51,1013.5,1012.7,2,1,22.6,25.5,No,No,
2010-12-14,Sydney,20,26,0,8.2,11.6,SSE,35,SE,ESE,17,19,69,NA,1016.1,NA,6,NA,23.4,NA,No,No,
2010-12-15,Sydney,20,25.6,0,6,10.7,NNE,43,E,E,11,24,71,69,1010.8,1006.7,4,4,24,24.7,No,No,
2010-12-16,Sydney,21.7,26.4,0,7.6,3.9,SSE,52,ENE,NNW,4,6,72,91,1003.8,1006,5,8,24.7,20.6,No,Yes,
2010-12-17,Sydney,18,26.4,7.6,5.8,3.8,NW,41,SSW,ESE,6,6,75,71,1005.7,1003.5,8,6,20.5,23,Yes,No,
2010-12-18,Sydney,19.6,25.5,0,7.8,4.1,W,57,NW,NW,24,26,57,44,1003.1,999.6,NA,NA,20.7,25.4,No,No,
2010-12-19,Sydney,18.5,27.3,0,5,5,WSW,65,N,N,15,33,69,44,1003.5,995.6,NA,NA,19.8,26.4,No,Yes,
2010-12-20,Sydney,13.3,21.7,4.8,9.2,11.6,W,72,W,W,41,41,42,32,997.6,1000.7,1,2,16.7,21.3,Yes,No,
2010-12-21,Sydney,15.4,27.8,0,8.4,13.5,W,52,WNW,WNW,26,20,36,26,1008.7,1007.9,1,1,21.3,27.1,No,No,
2010-12-22,Sydney,17.7,25.7,0,9.2,12.7,SE,41,SE,SSE,19,26,71,61,1018.5,1017.6,5,5,22,25.2,No,No,
2010-12-23,Sydney,19.1,27,0,8.4,7.5,SSE,59,W,E,9,19,72,57,1018.1,1016.5,6,5,21.4,26.2,No,No,
